record_id,dataset_type,aoi_id,aoi_name,corridor_id,corridor_name,period_start,period_end,scene_date,tile_id,weather_severity_score,eccc_temperature_mean_c,eccc_temperature_max_c,eccc_temperature_min_c,eccc_precip_total_mm,eccc_wind_gust_max_kmh,eccc_weather_stress_score,worldcover_tree_pct,worldcover_shrub_grass_pct,worldcover_built_pct,worldcover_bare_pct,sentinel2_ndvi_mean,sentinel2_ndmi_mean,sentinel2_ndvi_change,sentinel2_ndmi_change,cloud_filtered_pct,vegetation_exposure_score,vegetation_dryness_score,vegetation_change_score,canopy_exposure_score,public_outage_count,public_customers_affected,public_outage_history_score,tree_related_outage_count_proxy,weather_related_outage_count_proxy,terrain_access_score,transmission_buffer_width_m,area_hectares,intervention_type,intervention_applied,intervention_cost_level,intervention_lead_time_days,intervention_description,risk_score,risk_level,target_outage_impact_proxy,target_customer_impact_proxy,data_status,data_source_notes,synthetic_true_effect_pct,observed_outage_impact_proxy,post_intervention_outage_impact_proxy
SYN-CORR-013__2026-01-01__T10UDV__crew_pre_staging,synthetic,SYN-CORR-013,Synthetic corridor 013,SYN-CORR-013,Synthetic demo corridor 013,2026-01-01,2026-01-28,2026-01-01,T10UDV,52.06,-2.88,0.63,-6.85,54.18,69.99,31.24,5.94,32.09,73.23,3.86,0.4581,-0.069,-0.0929,0.0727,79.25,28.6,58.63,41.62,7.42,2285,156082,57.94,300,679,80.47,200,2025.6,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,49.04,Medium,48.8,76542.61,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,14.41,48.8,41.77
SYN-CORR-011__2026-09-18__T10UDV__asset_inspection,synthetic,SYN-CORR-011,Synthetic corridor 011,SYN-CORR-011,Synthetic demo corridor 011,2026-09-01,2026-09-28,2026-09-18,T10UDV,60.42,13.38,17.32,11.26,53.56,98.92,36.25,10.4,45.83,6.93,3.32,0.268,0.2294,0.1651,-0.0296,59.98,53.59,21.33,3.6,13.0,544,105437,37.69,225,231,51.67,200,1647.8,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,52.95,Medium,50.73,55828.89,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,12.22,50.73,44.53
SYN-CORR-036__2026-09-23__T10UEV__no_action,synthetic,SYN-CORR-036,Synthetic corridor 036,SYN-CORR-036,Synthetic demo corridor 036,2026-09-01,2026-09-28,2026-09-23,T10UEV,36.53,18.91,22.21,14.47,34.81,51.0,21.92,40.77,42.24,19.42,5.94,0.3073,0.0084,0.1473,-0.0166,89.17,67.79,48.95,11.46,50.96,3261,386757,43.57,58,520,20.98,200,4739.6,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",45.76,Medium,46.67,176980.0,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,46.67,46.67
SYN-CORR-018__2026-10-25__T10UDV__vegetation_patrol,synthetic,SYN-CORR-018,Synthetic corridor 018,SYN-CORR-018,Synthetic demo corridor 018,2026-10-01,2026-10-28,2026-10-25,T10UDV,28.0,7.0,10.12,2.1,22.36,45.63,16.8,40.66,2.94,38.83,1.22,0.6747,0.3318,0.0375,0.0241,55.67,40.05,8.53,84.94,50.82,2811,239260,72.18,614,234,19.85,200,2892.1,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,39.64,Low,45.51,94842.66,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,7.57,45.51,42.06
SYN-CORR-030__2026-08-13__T10UDV__vegetation_trimming,synthetic,SYN-CORR-030,Synthetic corridor 030,SYN-CORR-030,Synthetic demo corridor 030,2026-08-01,2026-08-28,2026-08-13,T10UDV,60.47,24.42,25.07,22.3,59.19,83.92,36.28,16.6,15.57,69.23,3.89,0.4912,0.2074,-0.0896,-0.0087,39.36,26.19,24.08,48.24,20.75,155,17478,44.95,29,11,60.02,200,3100.8,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,47.04,Medium,46.08,8221.65,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,10.73,46.08,41.14
SYN-CORR-038__2026-08-23__T10UEV__crew_pre_staging,synthetic,SYN-CORR-038,Synthetic corridor 038,SYN-CORR-038,Synthetic demo corridor 038,2026-08-01,2026-08-28,2026-08-23,T10UEV,44.89,6.62,7.09,6.13,63.4,59.68,26.93,69.06,4.91,64.71,6.11,0.7339,-0.1904,0.0578,0.0183,6.06,53.54,73.8,96.78,86.33,2736,140273,36.21,153,947,57.89,200,575.7,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,47.05,Medium,44.88,65998.45,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,12.98,44.88,39.05
SYN-CORR-022__2026-04-01__T10UEV__asset_inspection,synthetic,SYN-CORR-022,Synthetic corridor 022,SYN-CORR-022,Synthetic demo corridor 022,2026-04-01,2026-04-28,2026-04-01,T10UEV,30.56,-3.46,0.7,-5.84,19.47,41.37,18.34,73.25,4.07,37.88,8.2,0.6091,0.3754,0.0176,0.0023,67.79,61.3,3.08,71.82,91.56,3315,485426,90.99,525,146,57.29,200,2591.1,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,54.54,Medium,59.87,264751.34,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,17.15,59.87,49.6
SYN-CORR-030__2026-11-28__T10UDV__no_action,synthetic,SYN-CORR-030,Synthetic corridor 030,SYN-CORR-030,Synthetic demo corridor 030,2026-11-01,2026-11-28,2026-11-28,T10UDV,28.43,16.59,20.19,12.8,30.73,38.07,17.06,33.89,27.4,34.62,8.46,0.2984,0.2699,0.0124,-0.0009,50.5,51.39,16.26,9.68,42.36,2606,307388,65.54,97,931,14.87,200,3118.1,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",41.38,Medium,46.33,127197.15,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,46.33,46.33
SYN-CORR-008__2026-08-06__T10UEV__vegetation_patrol,synthetic,SYN-CORR-008,Synthetic corridor 008,SYN-CORR-008,Synthetic demo corridor 008,2026-08-01,2026-08-28,2026-08-06,T10UEV,41.15,8.29,12.23,7.45,39.45,66.4,24.69,62.95,27.79,19.25,2.86,0.1607,0.0647,0.0014,-0.0341,52.63,73.02,41.91,17.86,78.69,484,55009,77.28,230,176,80.8,200,1365.2,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,61.9,Medium,63.26,34050.57,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,7.26,63.26,58.67
SYN-CORR-026__2026-10-18__T10UEV__vegetation_trimming,synthetic,SYN-CORR-026,Synthetic corridor 026,SYN-CORR-026,Synthetic demo corridor 026,2026-10-01,2026-10-28,2026-10-18,T10UEV,15.29,14.54,17.01,11.45,45.95,3.34,9.17,14.26,32.91,77.68,2.57,0.7055,0.1184,0.1921,0.0101,62.0,33.36,35.2,91.1,17.82,990,160087,86.12,453,80,11.2,200,751.6,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,34.47,Low,43.38,55181.99,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,11.01,43.38,38.6
SYN-CORR-012__2026-08-10__T10UEV__crew_pre_staging,synthetic,SYN-CORR-012,Synthetic corridor 012,SYN-CORR-012,Synthetic demo corridor 012,2026-08-01,2026-08-28,2026-08-10,T10UEV,32.77,2.76,6.31,0.72,6.38,60.12,19.66,72.18,49.53,57.66,1.4,0.556,0.0205,0.0011,-0.015,95.35,83.74,47.44,61.2,90.23,1766,186561,20.18,880,158,43.4,200,1467.6,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,46.61,Medium,42.8,86956.08,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,10.55,42.8,38.28
SYN-CORR-017__2026-03-04__T10UDV__asset_inspection,synthetic,SYN-CORR-017,Synthetic corridor 017,SYN-CORR-017,Synthetic demo corridor 017,2026-03-01,2026-03-28,2026-03-04,T10UDV,28.44,17.7,19.45,16.57,3.47,51.76,17.06,72.93,16.24,11.39,5.0,0.4199,0.0304,-0.0922,-0.0008,56.73,73.98,46.2,33.98,91.16,1126,130262,68.1,408,382,55.08,200,989.2,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,52.7,Medium,54.89,68648.07,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,15.06,54.89,46.62
SYN-CORR-049__2026-01-25__T10UEV__no_action,synthetic,SYN-CORR-049,Synthetic corridor 049,SYN-CORR-049,Synthetic demo corridor 049,2026-01-01,2026-01-28,2026-01-25,T10UEV,27.78,16.99,17.61,12.36,48.69,26.43,16.67,34.83,46.87,65.14,0.14,0.7199,0.0766,0.0806,0.0921,6.38,57.23,40.42,93.98,43.54,3800,278019,32.18,399,779,59.79,200,2871.9,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",40.7,Medium,38.47,113153.73,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,38.47,38.47
SYN-CORR-019__2026-09-20__T10UEV__vegetation_patrol,synthetic,SYN-CORR-019,Synthetic corridor 019,SYN-CORR-019,Synthetic demo corridor 019,2026-09-01,2026-09-28,2026-09-20,T10UEV,34.96,16.1,17.85,12.83,59.77,37.03,20.98,40.82,37.27,66.28,2.8,0.6159,0.4418,0.0784,0.0627,74.97,54.97,0.0,73.18,51.02,1619,296053,73.99,133,640,63.33,200,2390.6,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,51.61,Medium,54.38,152792.95,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,9.5,54.38,49.21
SYN-CORR-024__2026-07-16__T10UDV__vegetation_trimming,synthetic,SYN-CORR-024,Synthetic corridor 024,SYN-CORR-024,Synthetic demo corridor 024,2026-07-01,2026-07-28,2026-07-16,T10UDV,28.08,15.09,15.43,13.74,57.85,24.15,16.85,17.68,45.61,24.54,7.08,0.2663,0.4336,0.0482,0.0323,70.67,54.3,0.0,3.26,22.1,147,19775,64.4,67,21,65.75,200,2221.8,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,46.98,Medium,48.65,9290.3,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,13.74,48.65,41.97
SYN-CORR-030__2026-10-22__T10UEV__crew_pre_staging,synthetic,SYN-CORR-030,Synthetic corridor 030,SYN-CORR-030,Synthetic demo corridor 030,2026-10-01,2026-10-28,2026-10-22,T10UEV,23.15,20.09,24.64,18.31,50.56,11.92,13.89,58.57,44.52,58.65,1.76,0.4668,0.4286,0.0729,0.0094,55.0,72.02,0.0,43.36,73.21,3631,380210,28.82,1210,174,48.18,200,3041.8,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,41.45,Medium,39.22,157597.05,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,8.63,39.22,35.84
SYN-CORR-012__2026-07-24__T10UDV__asset_inspection,synthetic,SYN-CORR-012,Synthetic corridor 012,SYN-CORR-012,Synthetic demo corridor 012,2026-07-01,2026-07-28,2026-07-24,T10UDV,61.85,-4.05,0.78,-5.42,44.9,95.12,37.11,49.82,38.68,47.55,7.66,0.3031,-0.0383,-0.0049,0.0444,78.6,65.39,54.79,10.62,62.28,64,12501,19.68,23,6,75.66,200,745.4,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,55.86,Medium,49.44,6983.06,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,13.65,49.44,42.69
SYN-CORR-030__2026-01-01__T10UEV__no_action,synthetic,SYN-CORR-030,Synthetic corridor 030,SYN-CORR-030,Synthetic demo corridor 030,2026-01-01,2026-01-28,2026-01-01,T10UEV,53.77,8.7,11.69,6.06,58.8,83.83,32.26,14.6,45.35,24.32,8.9,0.413,0.318,0.0363,0.0717,74.32,52.27,10.25,32.6,18.25,335,62054,74.2,20,9,79.11,200,505.8,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",59.94,Medium,61.12,37195.17,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,61.12,61.12
SYN-CORR-029__2026-07-16__T10UDV__vegetation_patrol,synthetic,SYN-CORR-029,Synthetic corridor 029,SYN-CORR-029,Synthetic demo corridor 029,2026-07-01,2026-07-28,2026-07-16,T10UDV,25.06,-4.06,-3.56,-6.67,2.18,38.15,15.04,78.24,35.91,5.41,6.0,0.2204,0.4289,-0.0247,0.0418,97.98,90.36,0.0,5.92,97.8,4045,495130,98.67,682,1989,54.27,200,504.3,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,62.29,Medium,68.15,308416.48,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,11.8,68.15,60.11
SYN-CORR-045__2026-08-07__T10UDV__vegetation_trimming,synthetic,SYN-CORR-045,Synthetic corridor 045,SYN-CORR-045,Synthetic demo corridor 045,2026-08-01,2026-08-28,2026-08-07,T10UDV,63.24,18.11,22.92,16.2,74.13,88.7,37.94,14.29,31.3,17.46,3.26,0.1219,0.28,0.053,-0.0062,23.2,45.09,15.0,25.62,17.86,1089,211586,8.53,534,533,25.79,200,1495.5,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,43.11,Medium,38.79,91214.72,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,12.19,38.79,34.06
SYN-CORR-027__2026-05-28__T10UDV__crew_pre_staging,synthetic,SYN-CORR-027,Synthetic corridor 027,SYN-CORR-027,Synthetic demo corridor 027,2026-05-01,2026-05-28,2026-05-28,T10UDV,29.33,-4.57,0.17,-6.71,13.64,40.66,17.6,14.38,42.84,33.71,7.08,0.1483,0.1796,0.0996,-0.0174,37.68,48.65,27.55,20.34,17.98,671,105986,6.18,272,205,31.87,200,2884.2,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,30.75,Low,27.01,32590.69,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,9.87,27.01,24.34
SYN-CORR-016__2026-03-23__T10UDV__asset_inspection,synthetic,SYN-CORR-016,Synthetic corridor 016,SYN-CORR-016,Synthetic demo corridor 016,2026-03-01,2026-03-28,2026-03-23,T10UDV,58.2,2.29,3.2,0.65,63.59,83.89,34.92,22.08,5.78,79.51,4.8,0.7191,0.3259,0.0721,0.0755,74.57,21.58,9.26,93.82,27.6,2335,211866,75.67,579,898,60.61,200,3542.7,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,50.95,Medium,54.17,107945.73,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,16.33,54.17,45.32
SYN-CORR-002__2026-04-18__T10UDV__no_action,synthetic,SYN-CORR-002,Synthetic corridor 002,SYN-CORR-002,Synthetic demo corridor 002,2026-04-01,2026-04-28,2026-04-18,T10UDV,30.22,4.47,9.26,1.55,4.98,57.19,18.13,30.16,0.51,22.62,6.79,0.2876,-0.0335,0.0594,0.071,56.82,35.45,54.19,7.52,37.7,833,60059,64.14,140,248,13.58,200,2222.2,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",36.91,Low,42.16,22167.78,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,42.16,42.16
SYN-CORR-045__2026-06-20__T10UEV__vegetation_patrol,synthetic,SYN-CORR-045,Synthetic corridor 045,SYN-CORR-045,Synthetic demo corridor 045,2026-06-01,2026-06-28,2026-06-20,T10UEV,35.23,6.1,9.43,5.45,79.82,29.08,21.14,53.89,0.34,34.94,4.22,0.7189,0.3645,-0.0072,0.0515,30.46,47.58,4.44,93.78,67.36,1187,139569,85.13,336,80,46.71,200,1547.3,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,50.06,Medium,55.49,69868.24,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,5.05,55.49,52.69
SYN-CORR-014__2026-09-23__T10UDV__vegetation_trimming,synthetic,SYN-CORR-014,Synthetic corridor 014,SYN-CORR-014,Synthetic demo corridor 014,2026-09-01,2026-09-28,2026-09-23,T10UDV,45.83,21.73,24.62,17.69,27.14,72.4,27.5,36.65,38.27,58.47,7.44,0.1164,0.3538,0.1567,0.0932,55.85,54.61,5.78,26.72,45.81,450,89950,60.09,166,101,68.26,200,1244.6,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,53.56,Medium,53.8,48177.22,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,17.33,53.8,44.48
SYN-CORR-010__2026-12-17__T10UDV__crew_pre_staging,synthetic,SYN-CORR-010,Synthetic corridor 010,SYN-CORR-010,Synthetic demo corridor 010,2026-12-01,2026-12-28,2026-12-17,T10UDV,26.83,-4.24,-2.45,-4.27,42.76,19.68,16.1,47.8,46.59,64.85,1.15,0.3422,0.2667,0.1919,0.0883,73.54,65.23,16.66,18.44,59.75,2274,335239,54.53,667,369,50.3,200,1664.8,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,46.24,Medium,47.28,155014.51,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,9.37,47.28,42.85
SYN-CORR-043__2026-06-11__T10UEV__asset_inspection,synthetic,SYN-CORR-043,Synthetic corridor 043,SYN-CORR-043,Synthetic demo corridor 043,2026-06-01,2026-06-28,2026-06-11,T10UEV,22.36,13.43,14.08,9.01,52.71,16.3,13.42,31.76,20.14,10.05,7.05,0.2324,0.0112,0.1078,0.0061,49.27,50.87,48.6,3.52,39.7,1977,382347,55.39,787,344,31.67,200,525.4,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,38.45,Low,41.33,147012.42,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,11.23,41.33,36.69
